chr start end strand gene gene_start gene_end breadth gene_strand expression SI promoter
6662 scaffold_42 326892 326893 + JGI_V11_198492 326392 330035 2 + 808 NA scaffold_42_326892_326893_+
6663 scaffold_42 327132 327136 + JGI_V11_198492 326392 330035 5 + 604 NA scaffold_42_327132_327136_+
6664 scaffold_42 379521 379535 + JGI_V11_305903 379042 381490 15 + 2527 NA scaffold_42_379521_379535_+
6666 scaffold_42 619277 619303 + JGI_V11_321692 618780 627536 27 + 3414 NA scaffold_42_619277_619303_+
6669 scaffold_42 660477 660484 + JGI_V11_305909 658625 662433 8 + 2023 NA scaffold_42_660477_660484_+
6671 scaffold_42 684395 684396 + JGI_V11_106356 683442 684750 2 + 652 NA scaffold_42_684395_684396_+
6673 scaffold_42 732879 732880 + JGI_V11_198525 732414 736485 2 + 393 NA scaffold_42_732879_732880_+
6674 scaffold_42 732900 732924 + JGI_V11_198525 732414 736485 25 + 5434 NA scaffold_42_732900_732924_+
6676 scaffold_42 767285 767344 + JGI_V11_213575 766935 774868 60 + 28751 NA scaffold_42_767285_767344_+
6677 scaffold_42 767370 767377 + JGI_V11_213575 766935 774868 8 + 23205 NA scaffold_42_767370_767377_+
6678 scaffold_42 768042 768047 + JGI_V11_213575 766935 774868 6 + 2522 NA scaffold_42_768042_768047_+
6679 scaffold_42 775262 775278 + JGI_V11_231133 774770 777149 17 + 13735 NA scaffold_42_775262_775278_+
6680 scaffold_42 775299 775300 + JGI_V11_231133 774770 777149 2 + 21313 NA scaffold_42_775299_775300_+
6681 scaffold_42 775964 775996 + JGI_V11_231133 774770 777149 33 + 3435 NA scaffold_42_775964_775996_+
6682 scaffold_42 776042 776043 + JGI_V11_231133 774770 777149 2 + 1504 NA scaffold_42_776042_776043_+
6683 scaffold_42 776321 776322 + JGI_V11_231133 774770 777149 2 + 746 NA scaffold_42_776321_776322_+
6684 scaffold_42 830876 830877 + JGI_V11_198542 830848 833813 2 + 384 NA scaffold_42_830876_830877_+
6685 scaffold_42 837701 837702 + JGI_V11_305875 837201 839481 2 + 1070 NA scaffold_42_837701_837702_+
6686 scaffold_42 838093 838094 + JGI_V11_305875 837201 839481 2 + 750 NA scaffold_42_838093_838094_+
6688 scaffold_42 851252 851253 + JGI_V11_305877 849970 851336 2 + 430 NA scaffold_42_851252_851253_+
6689 scaffold_42 858237 858247 + JGI_V11_305879 857768 859850 11 + 2019 NA scaffold_42_858237_858247_+
6690 scaffold_42 858268 858273 + JGI_V11_305879 857768 859850 6 + 3598 NA scaffold_42_858268_858273_+
6695 scaffold_42 875762 875763 + JGI_V11_9312 875471 876181 2 + 849 NA scaffold_42_875762_875763_+
6698 scaffold_42 1010114 1010118 + JGI_V11_198588 1007772 1014750 5 + 1030 NA scaffold_42_1010114_1010118_+
6699 scaffold_42 34542 34543 - JGI_V11_305892 30468 35260 2 - 419 NA scaffold_42_34542_34543_-
6700 scaffold_42 34753 34754 - JGI_V11_305892 30468 35260 2 - 508 NA scaffold_42_34753_34754_-
6702 scaffold_42 43051 43052 - JGI_V11_321626 40888 43737 2 - 986 NA scaffold_42_43051_43052_-
6703 scaffold_42 84717 84718 - JGI_V11_247979 80110 88332 2 - 1750 NA scaffold_42_84717_84718_-
6706 scaffold_42 251543 251545 - JGI_V11_321662 251249 252835 3 - 967 NA scaffold_42_251543_251545_-
6709 scaffold_42 294878 294894 - JGI_V11_305865 293675 295401 17 - 6970 NA scaffold_42_294878_294894_-
6710 scaffold_42 306658 306666 - JGI_V11_305898 303264 306935 9 - 2651 NA scaffold_42_306658_306666_-
6711 scaffold_42 418049 418053 - JGI_V11_321681 393190 438052 5 - 6011 NA scaffold_42_418049_418053_-
6712 scaffold_42 438009 438010 - JGI_V11_321681 393190 438052 2 - 619 NA scaffold_42_438009_438010_-
6714 scaffold_42 600940 600958 - JGI_V11_54548 598854 601323 19 - 3573 NA scaffold_42_600940_600958_-
6715 scaffold_42 606821 606825 - JGI_V11_305905 604262 607074 5 - 1605 NA scaffold_42_606821_606825_-
6716 scaffold_42 635105 635109 - JGI_V11_213553 630164 635606 5 - 3398 NA scaffold_42_635105_635109_-
6717 scaffold_42 639626 639627 - JGI_V11_321694 636646 639994 2 - 453 NA scaffold_42_639626_639627_-
6720 scaffold_42 688888 688893 - JGI_V11_305911 685990 689323 6 - 461 NA scaffold_42_688888_688893_-
6721 scaffold_42 689023 689027 - JGI_V11_305911 685990 689323 5 - 1716 NA scaffold_42_689023_689027_-
6723 scaffold_42 719365 719366 - JGI_V11_321711 712622 728938 2 - 501 NA scaffold_42_719365_719366_-
6724 scaffold_42 728646 728652 - JGI_V11_321711 712622 728938 7 - 5553 NA scaffold_42_728646_728652_-
6725 scaffold_42 728680 728684 - JGI_V11_321711 712622 728938 5 - 2070 NA scaffold_42_728680_728684_-
6727 scaffold_42 738574 738575 - JGI_V11_54584 736824 739037 2 - 1860 NA scaffold_42_738574_738575_-
6728 scaffold_42 738605 738612 - JGI_V11_54584 736824 739037 8 - 983 NA scaffold_42_738605_738612_-
6729 scaffold_42 756301 756302 - JGI_V11_248107 755738 764681 2 - 588 NA scaffold_42_756301_756302_-
6730 scaffold_42 786502 786505 - JGI_V11_106387 784424 786814 4 - 1224 NA scaffold_42_786502_786505_-
6731 scaffold_42 836171 836172 - JGI_V11_106396 833845 836255 2 - 334 NA scaffold_42_836171_836172_-
6731.1 scaffold_42 836171 836172 - JGI_V11_106397 835998 836986 2 - 334 NA scaffold_42_836171_836172_-
6732 scaffold_42 845349 845422 - JGI_V11_321731 842360 845564 74 - 6303 NA scaffold_42_845349_845422_-
6733 scaffold_42 860988 860989 - JGI_V11_231144 860250 862280 2 - 501 NA scaffold_42_860988_860989_-
6734 scaffold_42 861286 861294 - JGI_V11_231144 860250 862280 9 - 9981 NA scaffold_42_861286_861294_-
6735 scaffold_42 861746 861782 - JGI_V11_231144 860250 862280 37 - 50139 NA scaffold_42_861746_861782_-
6736 scaffold_42 911364 911366 - JGI_V11_225803 906925 912420 3 - 2795 NA scaffold_42_911364_911366_-
6736.1 scaffold_42 911364 911366 - JGI_V11_248149 910175 912420 3 - 2795 NA scaffold_42_911364_911366_-
6737 scaffold_42 911391 911402 - JGI_V11_225803 906925 912420 12 - 1692 NA scaffold_42_911391_911402_-
6737.1 scaffold_42 911391 911402 - JGI_V11_248149 910175 912420 12 - 1692 NA scaffold_42_911391_911402_-
6738 scaffold_42 911653 911655 - JGI_V11_225803 906925 912420 3 - 6208 NA scaffold_42_911653_911655_-
6738.1 scaffold_42 911653 911655 - JGI_V11_248149 910175 912420 3 - 6208 NA scaffold_42_911653_911655_-
6739 scaffold_42 911675 911719 - JGI_V11_225803 906925 912420 45 - 4309 NA scaffold_42_911675_911719_-
6739.1 scaffold_42 911675 911719 - JGI_V11_248149 910175 912420 45 - 4309 NA scaffold_42_911675_911719_-
6740 scaffold_42 911951 911959 - JGI_V11_225803 906925 912420 9 - 50285 NA scaffold_42_911951_911959_-
6740.1 scaffold_42 911951 911959 - JGI_V11_248149 910175 912420 9 - 50285 NA scaffold_42_911951_911959_-
6741 scaffold_42 916141 916190 - JGI_V11_248151 914470 916633 50 - 4631 NA scaffold_42_916141_916190_-
6742 scaffold_42 918366 918367 - JGI_V11_248152 916959 918844 2 - 689 NA scaffold_42_918366_918367_-
6743 scaffold_42 923196 923226 - JGI_V11_248154 922788 924831 31 - 8683 NA scaffold_42_923196_923226_-
6744 scaffold_42 923246 923253 - JGI_V11_248154 922788 924831 8 - 2831 NA scaffold_42_923246_923253_-
6745 scaffold_42 923290 923294 - JGI_V11_248154 922788 924831 5 - 2142 NA scaffold_42_923290_923294_-
6746 scaffold_42 924093 924096 - JGI_V11_248154 922788 924831 4 - 1574 NA scaffold_42_924093_924096_-
6747 scaffold_42 924358 924367 - JGI_V11_248154 922788 924831 10 - 230783 NA scaffold_42_924358_924367_-
6748 scaffold_42 926323 926324 - JGI_V11_248155 925609 927616 2 - 483 NA scaffold_42_926323_926324_-
6749 scaffold_42 926535 926563 - JGI_V11_248155 925609 927616 29 - 1532 NA scaffold_42_926535_926563_-
6750 scaffold_42 926799 926806 - JGI_V11_248155 925609 927616 8 - 756 NA scaffold_42_926799_926806_-
6751 scaffold_42 926898 926941 - JGI_V11_248155 925609 927616 44 - 3844 NA scaffold_42_926898_926941_-
6752 scaffold_42 927135 927164 - JGI_V11_248155 925609 927616 30 - 38169 NA scaffold_42_927135_927164_-
6753 scaffold_42 931602 931606 - JGI_V11_305886 930018 932106 5 - 885 NA scaffold_42_931602_931606_-
6754 scaffold_42 933989 934016 - JGI_V11_305887 932262 934496 28 - 23575 NA scaffold_42_933989_934016_-
6755 scaffold_42 999784 999785 - JGI_V11_225818 998058 1000256 2 - 1008 NA scaffold_42_999784_999785_-
6756 scaffold_422 16583 16589 + JGI_V11_231915 16088 17498 7 + 7561 NA scaffold_422_16583_16589_+
6757 scaffold_422 16677 16678 + JGI_V11_231915 16088 17498 2 + 3166 NA scaffold_422_16677_16678_+
6758 scaffold_422 16864 16865 + JGI_V11_231915 16088 17498 2 + 887 NA scaffold_422_16864_16865_+
6759 scaffold_422 16919 16985 + JGI_V11_231915 16088 17498 67 + 5705 NA scaffold_422_16919_16985_+
6761 scaffold_422 20470 20471 + JGI_V11_334837 20065 21307 2 + 1362 NA scaffold_422_20470_20471_+
6762 scaffold_422 40401 40402 + JGI_V11_334845 40098 42297 2 + 449 NA scaffold_422_40401_40402_+
6763 scaffold_4245 2066 2069 + JGI_V11_340400 1975 4817 4 + 1305 NA scaffold_4245_2066_2069_+
6764 scaffold_4245 2469 2470 + JGI_V11_340400 1975 4817 2 + 1335 NA scaffold_4245_2469_2470_+
6765 scaffold_4289 2024 2027 - JGI_V11_305939 1356 2525 4 - 3907 NA scaffold_4289_2024_2027_-
6770 scaffold_43 89372 89376 + JGI_V11_305946 88873 91608 5 + 2520 NA scaffold_43_89372_89376_+
6771 scaffold_43 94415 94420 + JGI_V11_106477 94245 95127 6 + 3534 NA scaffold_43_94415_94420_+
6772 scaffold_43 94440 94502 + JGI_V11_106477 94245 95127 63 + 16405 NA scaffold_43_94440_94502_+
6773 scaffold_43 94806 94807 + JGI_V11_106477 94245 95127 2 + 612 NA scaffold_43_94806_94807_+
6774 scaffold_43 102762 102765 + JGI_V11_321785 97123 108198 4 + 1344 NA scaffold_43_102762_102765_+
6779 scaffold_43 161189 161229 + JGI_V11_231165 160696 162435 41 + 113621 NA scaffold_43_161189_161229_+
6780 scaffold_43 161566 161584 + JGI_V11_231165 160696 162435 19 + 1041 NA scaffold_43_161566_161584_+
6781 scaffold_43 161889 161907 + JGI_V11_231165 160696 162435 19 + 1236 NA scaffold_43_161889_161907_+
6782 scaffold_43 175275 175285 + JGI_V11_225854 174806 175883 11 + 1075 NA scaffold_43_175275_175285_+
6784 scaffold_43 195667 195706 + JGI_V11_306003 195189 198124 40 + 2900 NA scaffold_43_195667_195706_+
6785 scaffold_43 208113 208114 + JGI_V11_321809 208030 210637 2 + 1369 NA scaffold_43_208113_208114_+
6788 scaffold_43 419782 419829 + JGI_V11_306007 419416 425301 48 + 11554 NA scaffold_43_419782_419829_+
6792 scaffold_43 450672 450698 + JGI_V11_306011 450188 453780 27 + 4822 NA scaffold_43_450672_450698_+
6793 scaffold_43 472709 472745 + JGI_V11_305964 472212 474094 37 + 2666 NA scaffold_43_472709_472745_+
6794 scaffold_43 474856 474857 + JGI_V11_305965 474390 477381 2 + 1000 NA scaffold_43_474856_474857_+
6795 scaffold_43 484451 484466 + JGI_V11_188519 483952 485385 16 + 2128 NA scaffold_43_484451_484466_+
6796 scaffold_43 485603 485659 + JGI_V11_306014 485106 488635 57 + 15108 NA scaffold_43_485603_485659_+
6798 scaffold_43 498718 498724 + JGI_V11_106548 498416 500802 7 + 7596 NA scaffold_43_498718_498724_+
6799 scaffold_43 501637 501638 + JGI_V11_321838 501142 502586 2 + 4091 NA scaffold_43_501637_501638_+
6800 scaffold_43 502750 502752 + JGI_V11_321839 502638 505600 3 + 1005 NA scaffold_43_502750_502752_+
6801 scaffold_43 522913 522914 + JGI_V11_225885 522400 524521 2 + 1170 NA scaffold_43_522913_522914_+
6802 scaffold_43 529172 529173 + JGI_V11_321847 528715 529853 2 + 383 NA scaffold_43_529172_529173_+
6803 scaffold_43 529207 529214 + JGI_V11_321847 528715 529853 8 + 21273 NA scaffold_43_529207_529214_+
6804 scaffold_43 566366 566367 + JGI_V11_321849 566034 572051 2 + 644 NA scaffold_43_566366_566367_+
6805 scaffold_43 577047 577056 + JGI_V11_306019 576551 580083 10 + 5932 NA scaffold_43_577047_577056_+
6810 scaffold_43 688282 688315 + JGI_V11_306025 687785 689146 34 + 4696 NA scaffold_43_688282_688315_+
6812 scaffold_43 755504 755510 + JGI_V11_306029 755005 759608 7 + 9213 NA scaffold_43_755504_755510_+
6814 scaffold_43 961943 961944 + JGI_V11_305984 961877 964181 2 + 642 NA scaffold_43_961943_961944_+
6815 scaffold_43 977021 977022 + JGI_V11_225914 976178 978719 2 + 590 NA scaffold_43_977021_977022_+
6816 scaffold_43 987367 987369 + JGI_V11_54753 987212 988350 3 + 2160 NA scaffold_43_987367_987369_+
6817 scaffold_43 1005488 1005520 + JGI_V11_305989 1005024 1007665 33 + 8252 NA scaffold_43_1005488_1005520_+
6819 scaffold_43 1037974 1037975 + JGI_V11_106625 1037499 1038715 2 + 973 NA scaffold_43_1037974_1037975_+
6820 scaffold_43 10781 10798 - JGI_V11_213631 9151 11316 18 - 8026 NA scaffold_43_10781_10798_-
6821 scaffold_43 151700 151718 - JGI_V11_305948 150447 152214 19 - 2848 NA scaffold_43_151700_151718_-
6822 scaffold_43 168970 168973 - JGI_V11_248217 166676 169386 4 - 1157 NA scaffold_43_168970_168973_-
6824 scaffold_43 194979 194989 - JGI_V11_306002 193172 195484 11 - 12071 NA scaffold_43_194979_194989_-
6825 scaffold_43 199052 199101 - JGI_V11_36528 198440 199447 50 - 23778 NA scaffold_43_199052_199101_-
6826 scaffold_43 203713 203719 - JGI_V11_54719 199559 204066 7 - 2108 NA scaffold_43_203713_203719_-
6827 scaffold_43 206993 206994 - JGI_V11_306004 205628 208479 2 - 561 NA scaffold_43_206993_206994_-
6828 scaffold_43 207948 207953 - JGI_V11_306004 205628 208479 6 - 1217 NA scaffold_43_207948_207953_-
6829 scaffold_43 211545 211546 - JGI_V11_305959 210704 212472 2 - 1081 NA scaffold_43_211545_211546_-
6830 scaffold_43 211965 212011 - JGI_V11_305959 210704 212472 47 - 29186 NA scaffold_43_211965_212011_-
6831 scaffold_43 418711 418757 - JGI_V11_213708 416226 419226 47 - 7796 NA scaffold_43_418711_418757_-
6833 scaffold_43 450426 450428 - JGI_V11_106532 448650 450527 3 - 1036 NA scaffold_43_450426_450428_-
6834 scaffold_43 481005 481085 - JGI_V11_305966 479964 481524 81 - 6429 NA scaffold_43_481005_481085_-
6835 scaffold_43 484068 484069 - JGI_V11_106542 483139 484575 2 - 464 NA scaffold_43_484068_484069_-
6836 scaffold_43 525893 525915 - JGI_V11_305970 524521 526424 23 - 40767 NA scaffold_43_525893_525915_-
6838 scaffold_43 576429 576435 - JGI_V11_321851 575864 576992 7 - 14196 NA scaffold_43_576429_576435_-
6839 scaffold_43 582123 582124 - JGI_V11_306020 582012 583170 2 - 445 NA scaffold_43_582123_582124_-
6840 scaffold_43 582343 582344 - JGI_V11_306020 582012 583170 2 - 396 NA scaffold_43_582343_582344_-
6845 scaffold_43 742485 742519 - JGI_V11_198715 741723 743056 35 - 26105 NA scaffold_43_742485_742519_-
6846 scaffold_43 754298 754299 - JGI_V11_306028 752766 754334 2 - 246 NA scaffold_43_754298_754299_-
6850 scaffold_43 787912 787920 - JGI_V11_248327 787458 788278 9 - 1215 NA scaffold_43_787912_787920_-
6851 scaffold_43 789045 789046 - JGI_V11_321879 788480 789542 2 - 668 NA scaffold_43_789045_789046_-
6852 scaffold_43 795087 795097 - JGI_V11_213768 791849 796503 11 - 960 NA scaffold_43_795087_795097_-
6853 scaffold_43 795829 795836 - JGI_V11_213768 791849 796503 8 - 3962 NA scaffold_43_795829_795836_-
6854 scaffold_43 795864 795932 - JGI_V11_213768 791849 796503 69 - 8735 NA scaffold_43_795864_795932_-
6855 scaffold_43 795958 796016 - JGI_V11_213768 791849 796503 59 - 6376 NA scaffold_43_795958_796016_-
6858 scaffold_43 983008 983038 - JGI_V11_306039 978637 983107 31 - 8516 NA scaffold_43_983008_983038_-
6859 scaffold_43 993047 993123 - JGI_V11_305987 991952 993620 77 - 26766 NA scaffold_43_993047_993123_-
6860 scaffold_43 995515 995536 - JGI_V11_248374 993587 996366 22 - 761 NA scaffold_43_995515_995536_-
6861 scaffold_43 996000 996090 - JGI_V11_248374 993587 996366 91 - 22048 NA scaffold_43_996000_996090_-
6862 scaffold_43 996186 996189 - JGI_V11_248374 993587 996366 4 - 596 NA scaffold_43_996186_996189_-
6863 scaffold_43 999379 999391 - JGI_V11_321908 996684 999682 13 - 4671 NA scaffold_43_999379_999391_-
6865 scaffold_436 27687 27688 + JGI_V11_334894 22929 34480 2 + 1771 NA scaffold_436_27687_27688_+
6866 scaffold_44 28393 28423 + JGI_V11_231182 27875 29225 31 + 25939 NA scaffold_44_28393_28423_+
6868 scaffold_44 42628 42631 + JGI_V11_321920 42120 52554 4 + 668 NA scaffold_44_42628_42631_+
6869 scaffold_44 55683 55708 + JGI_V11_54851 55629 57807 26 + 2388 NA scaffold_44_55683_55708_+
6870 scaffold_44 59656 59657 + JGI_V11_128869 59253 61911 2 + 794 NA scaffold_44_59656_59657_+
6871 scaffold_44 326534 326535 + JGI_V11_198770 325967 328361 2 + 692 NA scaffold_44_326534_326535_+
6872 scaffold_44 367001 367002 + JGI_V11_54868 351818 384984 2 + 626 NA scaffold_44_367001_367002_+
6873 scaffold_44 630235 630236 + JGI_V11_322013 630159 633912 2 + 477 NA scaffold_44_630235_630236_+
6874 scaffold_44 654109 654117 + JGI_V11_322019 653595 656361 9 + 1000 NA scaffold_44_654109_654117_+
6875 scaffold_44 690721 690748 + JGI_V11_322027 690157 692225 28 + 1937 NA scaffold_44_690721_690748_+
6876 scaffold_44 690825 690826 + JGI_V11_322027 690157 692225 2 + 719 NA scaffold_44_690825_690826_+
6877 scaffold_44 876921 876922 + JGI_V11_198799 876421 882791 2 + 981 NA scaffold_44_876921_876922_+
6878 scaffold_44 55314 55389 - JGI_V11_106641 53931 55765 76 - 10686 NA scaffold_44_55314_55389_-
6879 scaffold_44 324994 325005 - JGI_V11_321961 324026 325489 12 - 17716 NA scaffold_44_324994_325005_-
6880 scaffold_44 626268 626271 - JGI_V11_106713 624814 626327 4 - 873 NA scaffold_44_626268_626271_-
6881 scaffold_44 643675 643677 - JGI_V11_198783 640946 644153 3 - 1414 NA scaffold_44_643675_643677_-
6882 scaffold_44 690230 690234 - JGI_V11_306061 687712 690741 5 - 1364 NA scaffold_44_690230_690234_-
6883 scaffold_44 695143 695146 - JGI_V11_188541 692857 695787 4 - 1315 NA scaffold_44_695143_695146_-
6886 scaffold_44 831092 831093 - JGI_V11_248586 825221 831268 2 - 1300 NA scaffold_44_831092_831093_-
6887 scaffold_45 26484 26527 + JGI_V11_231190 25987 28398 44 + 16465 NA scaffold_45_26484_26527_+
6888 scaffold_45 28858 28882 + JGI_V11_188546 28090 30211 25 + 5119 NA scaffold_45_28858_28882_+
6889 scaffold_45 32713 32720 + JGI_V11_306090 32335 35376 8 + 2720 NA scaffold_45_32713_32720_+
6890 scaffold_45 39176 39182 + JGI_V11_213854 38716 42762 7 + 2119 NA scaffold_45_39176_39182_+
6891 scaffold_45 39216 39221 + JGI_V11_213854 38716 42762 6 + 5149 NA scaffold_45_39216_39221_+
6892 scaffold_45 110638 110668 + JGI_V11_322101 110180 114237 31 + 15260 NA scaffold_45_110638_110668_+
6893 scaffold_45 112974 112977 + JGI_V11_322101 110180 114237 4 + 1040 NA scaffold_45_112974_112977_+
6895 scaffold_45 577039 577040 + JGI_V11_248773 576655 579473 2 + 1516 NA scaffold_45_577039_577040_+
6896 scaffold_45 577061 577062 + JGI_V11_248773 576655 579473 2 + 2108 NA scaffold_45_577061_577062_+
6897 scaffold_45 577128 577133 + JGI_V11_248773 576655 579473 6 + 6772 NA scaffold_45_577128_577133_+
6898 scaffold_45 585163 585177 + JGI_V11_106854 584884 585821 15 + 2439 NA scaffold_45_585163_585177_+
6899 scaffold_45 586698 586699 + JGI_V11_213883 586452 592258 2 + 1073 NA scaffold_45_586698_586699_+
6900 scaffold_45 586728 586729 + JGI_V11_213883 586452 592258 2 + 2966 NA scaffold_45_586728_586729_+
6901 scaffold_45 586758 586763 + JGI_V11_213883 586452 592258 6 + 1999 NA scaffold_45_586758_586763_+
6902 scaffold_45 594524 594552 + JGI_V11_306107 594037 596519 29 + 1967 NA scaffold_45_594524_594552_+
6903 scaffold_45 609934 609935 + JGI_V11_248782 606400 610603 2 + 591 NA scaffold_45_609934_609935_+
6904 scaffold_45 37774 37775 - JGI_V11_306091 35430 38275 2 - 1109 NA scaffold_45_37774_37775_-
6905 scaffold_45 47167 47181 - JGI_V11_322097 46654 47667 15 - 778 NA scaffold_45_47167_47181_-
6907 scaffold_45 88993 88995 - JGI_V11_248641 73732 89184 3 - 2798 NA scaffold_45_88993_88995_-
6908 scaffold_45 125647 125693 - JGI_V11_198826 123652 126064 47 - 8209 NA scaffold_45_125647_125693_-
6910 scaffold_45 270501 270509 - JGI_V11_106816 267136 270905 9 - 2795 NA scaffold_45_270501_270509_-
6913 scaffold_45 584716 584717 - JGI_V11_322171 580131 585070 2 - 1127 NA scaffold_45_584716_584717_-
6914 scaffold_45 713276 713277 - JGI_V11_106883 712058 713513 2 - 1026 NA scaffold_45_713276_713277_-
6915 scaffold_45 726250 726251 - JGI_V11_54951 715831 738332 2 - 464 NA scaffold_45_726250_726251_-
6916 scaffold_45 737874 737875 - JGI_V11_54951 715831 738332 2 - 1900 NA scaffold_45_737874_737875_-
6917 scaffold_452 4090 4168 + JGI_V11_306113 3603 4901 79 + 13398 NA scaffold_452_4090_4168_+
6918 scaffold_452 7095 7128 - JGI_V11_334952 4897 7317 34 - 2547 NA scaffold_452_7095_7128_-
6919 scaffold_4525 847 848 + JGI_V11_340628 255 1425 2 + 203 NA scaffold_4525_847_848_+
6922 scaffold_46 35284 35288 + JGI_V11_306117 34759 36966 5 + 1971 NA scaffold_46_35284_35288_+
6923 scaffold_46 35323 35365 + JGI_V11_306117 34759 36966 43 + 7236 NA scaffold_46_35323_35365_+
6924 scaffold_46 37127 37193 + JGI_V11_306153 36692 42937 67 + 5949 NA scaffold_46_37127_37193_+
6925 scaffold_46 43539 43559 + JGI_V11_322251 43011 45218 21 + 3566 NA scaffold_46_43539_43559_+
6926 scaffold_46 44044 44045 + JGI_V11_322251 43011 45218 2 + 550 NA scaffold_46_44044_44045_+
6927 scaffold_46 45468 45476 + JGI_V11_306119 44968 48146 9 + 9110 NA scaffold_46_45468_45476_+
6928 scaffold_46 45773 45774 + JGI_V11_306119 44968 48146 2 + 675 NA scaffold_46_45773_45774_+
6929 scaffold_46 50001 50002 + JGI_V11_55076 49632 57875 2 + 886 NA scaffold_46_50001_50002_+
6930 scaffold_46 50039 50046 + JGI_V11_55076 49632 57875 8 + 2104 NA scaffold_46_50039_50046_+
