chr start end strand gene gene_start gene_end gene_strand expression
5577 scaffold_28 58301 58335 + JGI_V11_304324 58132 60912 + 27.7501108344358
5578 scaffold_28 86198 86273 + JGI_V11_304277 86005 87008 + 1238.64657293322
5579 scaffold_28 121112 121159 + JGI_V11_197167 120932 123180 + 61.5308597596227
5585 scaffold_28 256081 256082 + JGI_V11_319148 255992 258558 + 5.23582674470518
5588 scaffold_28 341637 341770 + JGI_V11_52013 341763 343809 + 554.391016156332
5589 scaffold_28 351760 351823 + JGI_V11_304341 351627 354785 + 230.066881679417
5590 scaffold_28 356101 356136 + JGI_V11_103963 356006 357162 + 49.3115248604468
5592 scaffold_28 360532 360577 + JGI_V11_304342 358176 360621 + 288.593954448524
5593 scaffold_28 367993 368000 + JGI_V11_319169 365772 380933 + 324.907366122116
5594 scaffold_28 400626 400677 + JGI_V11_230984 400399 401776 + 501.842315174934
5595 scaffold_28 446584 446589 + JGI_V11_244433 443299 448058 + 138.265461082163
5596 scaffold_28 489696 489731 + JGI_V11_319191 489672 524063 + 126.161465814171
5597 scaffold_28 524672 524674 + JGI_V11_304293 524489 526259 + 45.1083084867662
5598 scaffold_28 537256 537300 + JGI_V11_304354 537144 539526 + 158.560148176403
5600 scaffold_28 558699 558742 + JGI_V11_319200 558503 559971 + 177.058536457942
5604 scaffold_28 570021 570136 + JGI_V11_319202 569970 572565 + 38.535006270847
5605 scaffold_28 603658 603769 + JGI_V11_188248 603637 606012 + 242.609493283296
5606 scaffold_28 735447 735461 + JGI_V11_304303 734013 735522 + 22.9941192942376
5606.1 scaffold_28 735447 735461 + JGI_V11_304304 735241 737381 + 22.9941192942376
5607 scaffold_28 742874 742885 + JGI_V11_304363 742801 748261 + 1138.8699109569
5610 scaffold_28 862414 862434 + JGI_V11_188255 862188 863565 + 446.829094476737
5612 scaffold_28 882378 882460 + JGI_V11_230994 882162 883937 + 586.59881249307
5613 scaffold_28 882967 882988 + JGI_V11_230994 882162 883937 + 69.4979656178482
5616 scaffold_28 970883 970899 + JGI_V11_51878 970514 971127 + 28.1408889710203
5619 scaffold_28 976145 976196 + JGI_V11_304374 976136 980218 + 286.406655414087
5620 scaffold_28 1009247 1009279 + JGI_V11_304375 1009248 1013807 + 66.8202053508098
5621 scaffold_28 1033112 1033228 + JGI_V11_304315 1032936 1034726 + 406.868642664942
5622 scaffold_28 1036937 1036942 + JGI_V11_319275 1036779 1038626 + 82.8340107020061
5623 scaffold_28 1049522 1049529 + JGI_V11_304317 1049324 1050725 + 269.13409430709
5626 scaffold_28 1072064 1072138 + JGI_V11_304318 1071864 1073668 + 265.215052251518
5627 scaffold_28 1076905 1076915 + JGI_V11_319284 1076839 1077671 + 320.316467594769
5629 scaffold_28 1087376 1087405 + JGI_V11_304382 1087145 1094674 + 5.2502726687661
5630 scaffold_28 1095484 1095504 + JGI_V11_51985 1095370 1096952 + 92.3063405228272
5631 scaffold_28 1110367 1110378 + JGI_V11_244577 1110226 1111917 + 143.08051962006
5632 scaffold_28 1166072 1166139 + JGI_V11_224986 1165875 1169573 + 201.909283339545
5634 scaffold_28 39566 39569 - JGI_V11_52062 38275 39670 - 5.87434220137654
5635 scaffold_28 44233 44241 - JGI_V11_52079 40967 44419 - 29.5261531542751
5637 scaffold_28 62209 62319 - JGI_V11_304274 60596 62519 - 905.633359883114
5638 scaffold_28 85351 85376 - JGI_V11_197160 82411 85523 - 57.4022930023048
5641 scaffold_28 105017 105018 - JGI_V11_103920 103103 105075 - 7.27907620605354
5642 scaffold_28 107337 107338 - JGI_V11_103921 106043 107711 - 5.61893601870799
5643 scaffold_28 116887 116896 - JGI_V11_319130 114680 120081 - 23.9832675727012
5644 scaffold_28 169173 169261 - JGI_V11_304330 166552 169409 - 1284.01968069355
5645 scaffold_28 173139 173142 - JGI_V11_224885 170969 173316 - 63.4315333486178
5647 scaffold_28 204673 204699 - JGI_V11_304281 201553 204863 - 54.7204248722666
5649 scaffold_28 209040 209079 - JGI_V11_304334 205706 209252 - 63.6380027008092
5651 scaffold_28 300073 300091 - JGI_V11_304338 298531 300339 - 18.5014169665238
5652 scaffold_28 348143 348200 - JGI_V11_304340 343358 348372 - 225.189240122195
5654 scaffold_28 407834 407884 - JGI_V11_304346 401407 408046 - 245.764097649392
5655 scaffold_28 412338 412367 - JGI_V11_304291 411524 412566 - 417.930806013293
5656 scaffold_28 418873 418890 - JGI_V11_52086 418133 418960 - 102.489921470136
5656.1 scaffold_28 418873 418890 - JGI_V11_304348 418795 433987 - 102.489921470136
5657 scaffold_28 422959 422965 - JGI_V11_304348 418795 433987 - 33.0545007728783
5658 scaffold_28 432018 432038 - JGI_V11_304348 418795 433987 - 358.958490850114
5660 scaffold_28 442597 442620 - JGI_V11_319185 438061 443068 - 84.5669294288828
5661 scaffold_28 452424 452441 - JGI_V11_304350 449542 452593 - 18.0522439660119
5665 scaffold_28 536854 536917 - JGI_V11_230987 535403 537193 - 161.885550167646
5666 scaffold_28 558344 558426 - JGI_V11_304295 555251 558578 - 866.044575412552
5668 scaffold_28 579810 579847 - JGI_V11_304299 578301 580022 - 268.360011076387
5669 scaffold_28 594915 594916 - JGI_V11_304357 592715 595044 - 54.2562317599043
5670 scaffold_28 603150 603173 - JGI_V11_304358 595870 603308 - 247.095400034505
5671 scaffold_28 617366 617370 - JGI_V11_319213 614836 617440 - 7.15137311471926
5672 scaffold_28 623103 623104 - JGI_V11_319215 620362 623236 - 9.14360248022971
5676 scaffold_28 755278 755304 - JGI_V11_304364 753174 755383 - 62.2057999837147
5679 scaffold_28 849470 849492 - JGI_V11_92757 848483 850001 - 60.8526257280385
5680 scaffold_28 849776 849827 - JGI_V11_92757 848483 850001 - 855.875745920801
5681 scaffold_28 888836 888886 - JGI_V11_304371 886471 889068 - 144.332337414229
5681.1 scaffold_28 888836 888886 - JGI_V11_52097 888712 889622 - 144.332337414229
5682 scaffold_28 981105 981160 - JGI_V11_231001 980190 981340 - 153.333274251672
5684 scaffold_28 1032846 1032908 - JGI_V11_319272 1028727 1032872 - 135.38251570828
5685 scaffold_28 1035398 1035456 - JGI_V11_231006 1034330 1036431 - 116.92029323469
5686 scaffold_28 1035585 1035626 - JGI_V11_231006 1034330 1036431 - 130.329169630665
5687 scaffold_28 1035939 1035965 - JGI_V11_231006 1034330 1036431 - 22.5391588068608
5688 scaffold_28 1036149 1036229 - JGI_V11_231006 1034330 1036431 - 866.347991109805
5692 scaffold_28 1053556 1053578 - JGI_V11_304378 1050549 1053819 - 5.15816262194564
5694 scaffold_28 1084614 1084623 - JGI_V11_319286 1083064 1084737 - 136.536356563998
5695 scaffold_28 1104017 1104023 - JGI_V11_319292 1100446 1104094 - 37.9277848366628
5696 scaffold_28 1162331 1162336 - JGI_V11_21886 1159678 1162399 - 34.8710676278846
5699 scaffold_28 1174841 1174854 - JGI_V11_244593 1169669 1176626 - 56.4968014797112
5702 scaffold_283 64449 64459 + JGI_V11_304399 64232 67363 + 112.897685744147
5703 scaffold_283 79690 79761 + JGI_V11_229774 79509 83887 + 780.068804675474
5704 scaffold_283 79595 79622 - JGI_V11_204587 76430 79775 - 5.38408966767141
5705 scaffold_285 51785 51803 + JGI_V11_304407 51451 54699 + 266.606971969728
5706 scaffold_285 44334 44339 - JGI_V11_266007 37072 49545 - 91.3108801682721
5707 scaffold_285 58130 58137 - JGI_V11_333977 54413 58310 - 230.55328386196
5707.1 scaffold_285 58130 58137 - JGI_V11_266011 58044 58805 - 230.55328386196
5708 scaffold_285 63550 63582 - JGI_V11_304408 58497 63669 - 151.598659579235
5709 scaffold_285 77343 77358 - JGI_V11_333981 75271 77558 - 313.511564371305
5710 scaffold_288 36545 36574 - JGI_V11_266058 34105 38405 - 115.630649330971
5711 scaffold_29 24679 24706 + JGI_V11_304464 24492 25578 + 146.820472876903
5712 scaffold_29 25568 25610 + JGI_V11_304464 24492 25578 + 362.903549442335
5712.1 scaffold_29 25568 25610 + JGI_V11_92781 25395 26780 + 362.903549442335
5714 scaffold_29 37854 37897 + JGI_V11_5603 37808 38850 + 188.699002089687
5716 scaffold_29 76384 76394 + JGI_V11_304419 76188 78542 + 1297.39451999167
5722 scaffold_29 301558 301562 + JGI_V11_244644 301391 303172 + 150.943412782922
5724 scaffold_29 394593 394605 + JGI_V11_304425 394369 396177 + 76.1558412483417
5725 scaffold_29 396059 396103 + JGI_V11_304425 394369 396177 + 262.157075223325
5725.1 scaffold_29 396059 396103 + JGI_V11_104176 395912 397738 + 262.157075223325
5726 scaffold_29 400712 400725 + JGI_V11_188272 400515 402935 + 98.2549011785866
5727 scaffold_29 403012 403032 + JGI_V11_212414 402772 404551 + 6.1232435954125
5728 scaffold_29 406357 406412 + JGI_V11_197351 406198 412689 + 144.920476965596
5730 scaffold_29 554806 554813 + JGI_V11_304479 554609 556779 + 31.5456490760828
5731 scaffold_29 593130 593185 + JGI_V11_304431 592930 594734 + 189.373260758792
5732 scaffold_29 593748 593777 + JGI_V11_304431 592930 594734 + 86.225504493057
5733 scaffold_29 631440 631444 + JGI_V11_244715 631311 631997 + 58.764894609036
5737 scaffold_29 840261 840345 + JGI_V11_304437 840085 842733 + 824.378403182238
5738 scaffold_29 850739 850789 + JGI_V11_304496 850571 855357 + 295.428443446946
5739 scaffold_29 893068 893095 + JGI_V11_319446 893018 894813 + 73.136786752867
5741 scaffold_29 926221 926268 + JGI_V11_304439 926036 928449 + 386.726290421804
5742 scaffold_29 932770 932841 + JGI_V11_304442 932579 934015 + 182.736357679891
5743 scaffold_29 942852 942965 + JGI_V11_231016 942748 944474 + 5314.70220229657
5744 scaffold_29 943275 943305 + JGI_V11_231016 942748 944474 + 166.884417572825
5745 scaffold_29 943412 943473 + JGI_V11_231016 942748 944474 + 248.76096351438
5746 scaffold_29 943669 943690 + JGI_V11_231016 942748 944474 + 30.9493659183892
5749 scaffold_29 969300 969306 + JGI_V11_304503 969100 972588 + 95.9915999564361
5750 scaffold_29 969407 969417 + JGI_V11_304503 969100 972588 + 196.815699428504
5752 scaffold_29 974299 974384 + JGI_V11_225062 974095 975785 + 1469.64096430109
5753 scaffold_29 974565 974617 + JGI_V11_225062 974095 975785 + 111.966033061185
5754 scaffold_29 974906 974907 + JGI_V11_225062 974095 975785 + 181.936947194255
5756 scaffold_29 989421 989439 + JGI_V11_304453 989389 992089 + 120.238403157056
5757 scaffold_29 1041700 1041777 + JGI_V11_304455 1041507 1045180 + 542.204483052424
5761 scaffold_29 1057215 1057217 + JGI_V11_52327 1057053 1058038 + 43.9253956132529
5762 scaffold_29 1061941 1061953 + JGI_V11_304456 1060165 1062572 + 30.9446961661082
5763 scaffold_29 1062163 1062168 + JGI_V11_304456 1060165 1062572 + 10.0399951034299
5767 scaffold_29 1077606 1077638 + JGI_V11_104306 1077462 1079262 + 69.3451345210816
5768 scaffold_29 1079990 1080133 + JGI_V11_212503 1079830 1082886 + 1037.48740185896
5769 scaffold_29 1208115 1208127 + JGI_V11_304512 1207916 1209800 + 1031.763899858
5770 scaffold_29 1208264 1208277 + JGI_V11_304512 1207916 1209800 + 65.0173538071509
5771 scaffold_29 1208836 1208897 + JGI_V11_304512 1207916 1209800 + 400.08598904282
5772 scaffold_29 1210135 1210184 + JGI_V11_319506 1209550 1213628 + 127.513608305339
5773 scaffold_29 1210684 1210687 + JGI_V11_319506 1209550 1213628 + 47.5294950315836
5774 scaffold_29 1226841 1226893 + JGI_V11_104345 1226403 1227387 + 104.439002248119
5775 scaffold_29 1231918 1231928 + JGI_V11_225089 1231723 1232921 + 4646.277438175
5776 scaffold_29 1232204 1232245 + JGI_V11_225089 1231723 1232921 + 19.0726210211509
5777 scaffold_29 1232354 1232363 + JGI_V11_225089 1231723 1232921 + 33.0152281685939
5778 scaffold_29 1234132 1234259 + JGI_V11_319515 1233531 1234514 + 271.043963453283
5779 scaffold_29 24444 24478 - JGI_V11_304415 22760 24687 - 94.4779773736087
5781 scaffold_29 72558 72560 - JGI_V11_244611 70822 73312 - 25.7274651476548
5782 scaffold_29 83172 83188 - JGI_V11_304421 81644 83386 - 749.059747113497
5783 scaffold_29 83392 83393 - JGI_V11_304467 83389 86302 - 5.49123292737372
5784 scaffold_29 86245 86291 - JGI_V11_304467 83389 86302 - 204.724898608548
5789 scaffold_29 141750 141752 - JGI_V11_319329 141137 141917 - 212.547058297762
5791 scaffold_29 210973 210974 - JGI_V11_244635 201867 239856 - 72.5946573985283
5799 scaffold_29 415442 415451 - JGI_V11_304427 413559 415647 - 58.0888409651283
5804 scaffold_29 575245 575262 - JGI_V11_319387 572893 575437 - 24.0092346987428
5805 scaffold_29 590601 590649 - JGI_V11_319390 588829 590709 - 301.611729638472
5805.1 scaffold_29 590601 590649 - JGI_V11_304483 590621 593037 - 301.611729638472
5806 scaffold_29 592122 592139 - JGI_V11_304483 590621 593037 - 83.6399206838013
5807 scaffold_29 592852 592867 - JGI_V11_304483 590621 593037 - 106.645092487146
5808 scaffold_29 597570 597693 - JGI_V11_225024 595087 597762 - 1123.989475859
5809 scaffold_29 628005 628006 - JGI_V11_225026 626209 628474 - 5.74663911004226
5810 scaffold_29 679625 679631 - JGI_V11_244729 678289 680009 - 345.576567894253
5811 scaffold_29 683894 683900 - JGI_V11_319415 682418 683984 - 409.478242655877
5812 scaffold_29 697578 697581 - JGI_V11_304489 696708 699961 - 18.4483889416013
5813 scaffold_29 698295 698317 - JGI_V11_304489 696708 699961 - 174.882010162719
5814 scaffold_29 699756 699789 - JGI_V11_304489 696708 699961 - 319.585837542641
5816 scaffold_29 811397 811505 - JGI_V11_319426 808304 811464 - 44.1562303027494
5817 scaffold_29 824044 824058 - JGI_V11_225033 822261 824258 - 92.0414330612468
5818 scaffold_29 838622 838671 - JGI_V11_319432 832859 839718 - 93.2088227659212
5822 scaffold_29 882613 882618 - JGI_V11_244756 878247 882623 - 30.285582364327
5823 scaffold_29 885539 885568 - JGI_V11_231013 884371 885801 - 66.3262981294424
5824 scaffold_29 886837 886848 - JGI_V11_319444 885718 886971 - 104.670161169114
5825 scaffold_29 930913 930916 - JGI_V11_304440 928416 931752 - 22.5462653950159
5826 scaffold_29 931423 931585 - JGI_V11_304440 928416 931752 - 1654.24416619354
5828 scaffold_29 946968 947005 - JGI_V11_304445 944272 947222 - 70.1913680075407
5832 scaffold_29 974155 974235 - JGI_V11_197415 973062 974425 - 256.956455775265
5833 scaffold_29 1015737 1015742 - JGI_V11_244787 1012938 1023796 - 113.395848399168
5836 scaffold_29 1041154 1041206 - JGI_V11_197428 1035261 1041644 - 137.322347751403
5837 scaffold_29 1041386 1041466 - JGI_V11_197428 1035261 1041644 - 185.290498353607
5838 scaffold_29 1079719 1079796 - JGI_V11_304457 1079009 1080013 - 3507.17942502211
5844 scaffold_29 1205314 1205322 - JGI_V11_319503 1204353 1206321 - 358.744739287734
5845 scaffold_29 1216697 1216819 - JGI_V11_52244 1215829 1220044 - 218.009655139486
5846 scaffold_29 1217103 1217121 - JGI_V11_52244 1215829 1220044 - 105.100243375145
5847 scaffold_29 1217305 1217318 - JGI_V11_52244 1215829 1220044 - 13.279128274716
5848 scaffold_29 1217463 1217474 - JGI_V11_52244 1215829 1220044 - 1620.46549313216
5849 scaffold_29 1219473 1219474 - JGI_V11_52244 1215829 1220044 - 12.5614078953255
5850 scaffold_29 1220014 1220049 - JGI_V11_52244 1215829 1220044 - 44.7755263147665
5852 scaffold_29 1222705 1222706 - JGI_V11_304463 1220806 1222906 - 8.70294693901382
5853 scaffold_29 1224365 1224383 - JGI_V11_26258 1223805 1225121 - 111.015929173725
5854 scaffold_29 1224596 1224754 - JGI_V11_26258 1223805 1225121 - 416.832262990897
5855 scaffold_29 1225061 1225141 - JGI_V11_26258 1223805 1225121 - 800.889787698944
5857 scaffold_29 1230004 1230023 - JGI_V11_304515 1229274 1231109 - 42.406118059762
5858 scaffold_29 1230299 1230348 - JGI_V11_304515 1229274 1231109 - 48.8115472053468
5859 scaffold_29 1230944 1230953 - JGI_V11_304515 1229274 1231109 - 2066.32546261096
5860 scaffold_29 1239163 1239164 - JGI_V11_231027 1237476 1239364 - 92.9463411635483
5861 scaffold_291 62300 62302 + JGI_V11_118041 62242 63875 + 6.12974838404508
5862 scaffold_291 65694 65695 + JGI_V11_304524 65380 67370 + 6.76826384071645
5863 scaffold_291 55456 55476 - JGI_V11_219561 53496 55670 - 60.6287584866844
5865 scaffold_291 73765 73776 - JGI_V11_118046 71916 73961 - 101.155892309186
5866 scaffold_291 75956 75974 - JGI_V11_304522 73829 76537 - 26.4006695442127
5867 scaffold_291 76275 76362 - JGI_V11_304522 73829 76537 - 29.4846622340681
5868 scaffold_299 34027 34082 + JGI_V11_204611 33834 35533 + 223.742832599331
5870 scaffold_299 74690 74734 + JGI_V11_304539 74729 81909 + 3704.71073348182
5871 scaffold_299 74922 75081 + JGI_V11_304539 74729 81909 + 133.264409952786
5872 scaffold_299 32930 32967 - JGI_V11_304534 29381 33114 - 858.635681087457
5874 scaffold_299 57684 57689 - JGI_V11_334106 56116 61220 - 11.1961548233535
5875 scaffold_299 58124 58257 - JGI_V11_334106 56116 61220 - 140.845296671637
5876 scaffold_299 58919 58932 - JGI_V11_334106 56116 61220 - 71.5610123621704
5877 scaffold_299 59961 59988 - JGI_V11_334106 56116 61220 - 1613.45547569242
5878 scaffold_299 61012 61040 - JGI_V11_334106 56116 61220 - 748.502705060333
5880 scaffold_3 13132 13137 + JGI_V11_190957 12936 13798 + 276.706848076485
5881 scaffold_3 13768 13778 + JGI_V11_190957 12936 13798 + 62.6146880856175
5881.1 scaffold_3 13768 13778 + JGI_V11_95239 13599 14795 + 62.6146880856175
5883 scaffold_3 49925 49933 + JGI_V11_233541 44472 52304 + 29.0522512771533
5886 scaffold_3 168733 168748 + JGI_V11_304654 168611 173325 + 152.093958730472
5887 scaffold_3 201948 201999 + JGI_V11_190968 201967 205904 + 162.944355814568
5888 scaffold_3 208614 208618 + JGI_V11_310689 208459 209561 + 662.05743659811
5889 scaffold_3 210583 210592 + JGI_V11_310690 210385 211768 + 847.27356416859
5890 scaffold_3 210866 210890 + JGI_V11_310690 210385 211768 + 181.717409892345
5891 scaffold_3 212531 212603 + JGI_V11_310691 212406 214696 + 103.348505044467
5892 scaffold_3 311161 311230 + JGI_V11_206128 310974 314054 + 228.69099249852
5893 scaffold_3 311559 311617 + JGI_V11_206128 310974 314054 + 226.406815182652
5894 scaffold_3 311830 311896 + JGI_V11_206128 310974 314054 + 647.051079694806
5895 scaffold_3 312325 312354 + JGI_V11_206128 310974 314054 + 54.0904874433739
5896 scaffold_3 312833 312834 + JGI_V11_206128 310974 314054 + 5.51091923587125
5897 scaffold_3 314013 314086 + JGI_V11_206128 310974 314054 + 76.0077352057981
5897.1 scaffold_3 314013 314086 + JGI_V11_41215 314048 315071 + 76.0077352057981
5898 scaffold_3 315597 315599 + JGI_V11_220708 315398 316678 + 96.9180255191643
5901 scaffold_3 332510 332578 + JGI_V11_220710 332324 334359 + 1250.67208994333
5902 scaffold_3 332758 332773 + JGI_V11_220710 332324 334359 + 19.2407253325972
5903 scaffold_3 348609 348630 + JGI_V11_206140 348424 349536 + 52.4946835380983
5906 scaffold_3 434099 434122 + JGI_V11_41247 433932 434782 + 21.5952641620591
5907 scaffold_3 452063 452070 + JGI_V11_220720 451865 453286 + 217.595404889347
5908 scaffold_3 452174 452199 + JGI_V11_220720 451865 453286 + 20.5465435510737
5910 scaffold_3 573393 573397 + JGI_V11_233663 573067 573620 + 18.6385669492708
5912 scaffold_3 670045 670077 + JGI_V11_304575 669821 670928 + 251.134194281733
5913 scaffold_3 670948 671044 + JGI_V11_310758 670739 672578 + 822.956997678909
5914 scaffold_3 787161 787217 + JGI_V11_304661 787002 800904 + 16401.230942867
5915 scaffold_3 787426 787427 + JGI_V11_304661 787002 800904 + 8.34291939874953
5916 scaffold_3 788720 788748 + JGI_V11_304661 787002 800904 + 49.6857475537248
5917 scaffold_3 789581 789699 + JGI_V11_304661 787002 800904 + 1249.64931117488
5918 scaffold_3 789819 789928 + JGI_V11_304661 787002 800904 + 900.366830248067
5919 scaffold_3 790153 790187 + JGI_V11_304661 787002 800904 + 109.852720767529
5920 scaffold_3 790365 790495 + JGI_V11_304661 787002 800904 + 117.425486959454
5921 scaffold_3 790786 790789 + JGI_V11_304661 787002 800904 + 17.0324028036282
5922 scaffold_3 790940 790989 + JGI_V11_304661 787002 800904 + 73.945297380314
