chr start end strand gene gene_start gene_end gene_strand expression promoter
7175 scaffold_4 1795200 1795258 + JGI_V11_311546 1794960 1798542 + 236.364095436601 scaffold_152_67174_80309_+
7176 scaffold_4 1819817 1819842 + JGI_V11_305669 1819625 1823128 + 16.6504920895993 scaffold_152_81987_85158_-
7177 scaffold_4 1820022 1820032 + JGI_V11_305669 1819625 1823128 + 300.152357958862 scaffold_152_85809_88702_-
7178 scaffold_4 1829245 1829284 + JGI_V11_305671 1828950 1832055 + 172.926141626671 scaffold_152_88703_94402_-
7179 scaffold_4 1857289 1857314 + JGI_V11_305508 1856965 1859926 + 44.1515207027411 scaffold_152_96368_99005_-
7180 scaffold_4 1861991 1862074 + JGI_V11_305676 1861741 1867106 + 84.1678766507962 scaffold_152_120258_121733_-
7184 scaffold_4 1918389 1918398 + JGI_V11_96224 1912831 1918932 + 101.191834661121 scaffold_152_157415_195704_-
7188 scaffold_4 2083404 2083453 + JGI_V11_230323 2083043 2085571 + 255.45451197747 scaffold_152_239686_242168_+
7189 scaffold_4 2090342 2090373 + JGI_V11_221284 2089951 2093514 + 88.7689338525198 scaffold_152_241573_242802_+
7190 scaffold_4 2128281 2128285 + JGI_V11_305514 2128111 2130205 + 189.841338889761 scaffold_152_244994_246121_-
7191 scaffold_4 2181611 2181653 + JGI_V11_191862 2181502 2183358 + 356.069631660013 scaffold_152_274988_276921_+
7194 scaffold_4 2226253 2226264 + JGI_V11_41891 2223379 2228582 + 56.8103950990206 scaffold_15230_-390_1349_+
7195 scaffold_4 2228300 2228354 + JGI_V11_41891 2223379 2228582 + 280.752353617339 scaffold_1524_31479_32840_-
7195.1 scaffold_4 2228300 2228354 + JGI_V11_191866 2227899 2230603 + 280.752353617339 scaffold_1524_31479_32840_-
7196 scaffold_4 2230344 2230444 + JGI_V11_191866 2227899 2230603 + 800.787967037807 scaffold_15241_169_1383_+
7196.1 scaffold_4 2230344 2230444 + JGI_V11_207004 2229955 2233586 + 800.787967037807 scaffold_15241_169_1383_+
7198 scaffold_4 2237277 2237307 + JGI_V11_305693 2236680 2241647 + 10.6421864111102 scaffold_15263_-261_1395_+
7199 scaffold_4 2237619 2237674 + JGI_V11_305693 2236680 2241647 + 664.575636861493 scaffold_1529_2745_4253_+
7200 scaffold_4 2237839 2237859 + JGI_V11_305693 2236680 2241647 + 76.2083406120044 scaffold_15290_107_1342_+
7201 scaffold_4 2267018 2267063 + JGI_V11_305518 2266631 2268680 + 139.917903644953 scaffold_15292_-329_1396_-
7203 scaffold_4 2304998 2305070 + JGI_V11_305695 2304537 2308345 + 1397.37641447829 scaffold_15297_155_1351_+
7204 scaffold_4 2310039 2310096 + JGI_V11_311641 2309681 2311519 + 511.745768233486 scaffold_153_32371_33522_+
7205 scaffold_4 2310561 2310563 + JGI_V11_311641 2309681 2311519 + 26.6890430293152 scaffold_153_37706_38710_+
7206 scaffold_4 2324634 2324650 + JGI_V11_305698 2324304 2327876 + 1337.64436609335 scaffold_153_45432_49407_+
7207 scaffold_4 2366637 2366700 + JGI_V11_96311 2366240 2368755 + 25972.098329385 scaffold_153_51606_52863_+
7208 scaffold_4 2366864 2366948 + JGI_V11_96311 2366240 2368755 + 1481.00801254756 scaffold_153_53313_56852_-
7209 scaffold_4 2367102 2367264 + JGI_V11_96311 2366240 2368755 + 1359.03187809033 scaffold_153_61966_64704_-
7210 scaffold_4 2367445 2367509 + JGI_V11_96311 2366240 2368755 + 594.375205760662 scaffold_153_65073_66592_-
7211 scaffold_4 2367649 2367704 + JGI_V11_96311 2366240 2368755 + 345.881866487852 scaffold_153_68381_72095_-
7212 scaffold_4 2367831 2367948 + JGI_V11_96311 2366240 2368755 + 45.1527295338197 scaffold_153_73085_75286_+
7213 scaffold_4 2370071 2370125 + JGI_V11_230332 2369674 2372152 + 59503.6401842526 scaffold_153_78178_79188_+
7214 scaffold_4 2370279 2370319 + JGI_V11_230332 2369674 2372152 + 575.719804475772 scaffold_153_79998_81200_+
7215 scaffold_4 2370867 2370892 + JGI_V11_230332 2369674 2372152 + 395.227238987833 scaffold_153_83050_86366_+
7216 scaffold_4 2371078 2371119 + JGI_V11_230332 2369674 2372152 + 62.8084308247807 scaffold_153_97847_100233_-
7217 scaffold_4 2371238 2371270 + JGI_V11_230332 2369674 2372152 + 60.2561875519149 scaffold_153_104103_105566_-
7218 scaffold_4 2371380 2371403 + JGI_V11_230332 2369674 2372152 + 25.390600796231 scaffold_153_109597_112570_-
7219 scaffold_4 2372726 2372742 + JGI_V11_311662 2372335 2374780 + 8184.27655122114 scaffold_153_113867_115217_+
7220 scaffold_4 2372968 2372993 + JGI_V11_311662 2372335 2374780 + 10.9062246450933 scaffold_153_115847_120665_+
7221 scaffold_4 2373120 2373224 + JGI_V11_311662 2372335 2374780 + 89.8904805039331 scaffold_153_128540_131979_-
7222 scaffold_4 2376031 2376040 + JGI_V11_234836 2375680 2377961 + 1049.96312594454 scaffold_153_131535_133376_-
7223 scaffold_4 2380953 2380963 + JGI_V11_234837 2380364 2382613 + 7.27081643006218 scaffold_153_134457_136696_+
7224 scaffold_4 2388718 2388724 + JGI_V11_230333 2388320 2390759 + 633.363247921843 scaffold_153_138704_139965_+
7225 scaffold_4 2389686 2389688 + JGI_V11_230333 2388320 2390759 + 20.1602674663656 scaffold_153_142713_146237_+
7226 scaffold_4 2414225 2414263 + JGI_V11_311674 2413982 2417026 + 26.019913701601 scaffold_153_146879_149175_-
7228 scaffold_4 2422270 2422307 + JGI_V11_42659 2422273 2423979 + 443.579039810978 scaffold_153_158462_161723_+
7229 scaffold_4 2422429 2422446 + JGI_V11_42659 2422273 2423979 + 34.1315455950948 scaffold_153_162042_163892_+
7230 scaffold_4 2423914 2423926 + JGI_V11_42659 2422273 2423979 + 5.23582674470518 scaffold_153_166301_189222_-
7230.1 scaffold_4 2423914 2423926 + JGI_V11_305529 2423517 2425486 + 5.23582674470518 scaffold_153_166301_189222_-
7231 scaffold_4 2427954 2427962 + JGI_V11_305530 2427558 2430026 + 1582.80403005799 scaffold_153_193150_194625_+
7232 scaffold_4 2428354 2428358 + JGI_V11_305530 2427558 2430026 + 14.9573238695223 scaffold_153_201932_203629_+
7233 scaffold_4 2430774 2430775 + JGI_V11_42005 2430707 2440794 + 5.80293294968885 scaffold_153_217178_218554_-
7234 scaffold_4 2443055 2443056 + JGI_V11_221336 2442489 2444694 + 13.7284370289091 scaffold_153_218910_220100_+
7235 scaffold_4 2445315 2445318 + JGI_V11_234859 2444394 2446439 + 10.5944990234824 scaffold_153_228285_230597_+
7236 scaffold_4 2445458 2445461 + JGI_V11_234859 2444394 2446439 + 7.27081643006218 scaffold_153_231558_232669_-
7237 scaffold_4 2455232 2455234 + JGI_V11_221339 2454396 2457053 + 62.0120044705097 scaffold_153_291259_292739_-
7238 scaffold_4 2461088 2461091 + JGI_V11_221341 2460689 2462906 + 615.243815229547 scaffold_1530_-385_1072_-
7243 scaffold_4 2516549 2516627 + JGI_V11_96363 2516421 2518204 + 112.445458783676 scaffold_1538_-396_5537_+
7244 scaffold_4 2565466 2565727 + JGI_V11_305711 2565460 2569319 + 759.098541360804 scaffold_1538_5330_7129_+
7245 scaffold_4 2566938 2566940 + JGI_V11_305711 2565460 2569319 + 18.29612307677 scaffold_1538_6962_7970_+
7246 scaffold_4 2588910 2588915 + JGI_V11_96378 2588564 2590408 + 15.4439241702019 scaffold_1539_6004_7439_-
7247 scaffold_4 2602199 2602279 + JGI_V11_221352 2601799 2603305 + 419.88236336821 scaffold_154_261_17298_-
7249 scaffold_4 2626715 2626723 + JGI_V11_311738 2625134 2629764 + 142.742132055312 scaffold_154_58687_59655_-
7250 scaffold_4 2628223 2628224 + JGI_V11_311738 2625134 2629764 + 14.3691673039914 scaffold_154_64489_66515_-
7251 scaffold_4 2629762 2629840 + JGI_V11_311738 2625134 2629764 + 301.517120768051 scaffold_154_66694_68801_-
7251.1 scaffold_4 2629762 2629840 + JGI_V11_221355 2629374 2631946 + 301.517120768051 scaffold_154_66694_68801_-
7253 scaffold_4 2699400 2699404 + JGI_V11_311747 2699059 2700375 + 187.683700989481 scaffold_154_78430_80010_+
7254 scaffold_4 2702756 2702757 + JGI_V11_311748 2701487 2702825 + 288.396242053355 scaffold_154_80636_82936_+
7254.1 scaffold_4 2702756 2702757 + JGI_V11_305716 2702378 2705984 + 288.396242053355 scaffold_154_80636_82936_+
7255 scaffold_4 2715228 2715255 + JGI_V11_305543 2714830 2716937 + 225.089874506277 scaffold_154_98543_100300_-
7256 scaffold_4 2744513 2744527 + JGI_V11_311756 2740997 2744723 + 164.193630706196 scaffold_154_123242_124804_-
7256.1 scaffold_4 2744513 2744527 + JGI_V11_305721 2744410 2748761 + 164.193630706196 scaffold_154_123242_124804_-
7257 scaffold_4 2754691 2754770 + JGI_V11_311761 2754344 2759433 + 1253.86120665815 scaffold_154_143899_144858_-
7258 scaffold_4 2766786 2766849 + JGI_V11_305544 2766668 2768932 + 93.1596620766578 scaffold_154_146798_148434_-
7259 scaffold_4 2767047 2767158 + JGI_V11_305544 2766668 2768932 + 723.350888823259 scaffold_154_151283_153361_-
7261 scaffold_4 2789939 2789989 + JGI_V11_305549 2789580 2791706 + 451.682920886439 scaffold_154_155533_156747_+
7262 scaffold_4 2808473 2808476 + JGI_V11_305551 2808070 2810344 + 75.5044818554984 scaffold_154_161195_163759_+
7263 scaffold_4 2813356 2813360 + JGI_V11_42116 2813075 2817941 + 156.435544439579 scaffold_154_164904_167009_+
7265 scaffold_4 2827308 2827390 + JGI_V11_305553 2826925 2830921 + 1848.6786866289 scaffold_154_174485_176296_-
7266 scaffold_4 2827463 2827485 + JGI_V11_305553 2826925 2830921 + 33.8520028751444 scaffold_154_176792_210547_-
7267 scaffold_4 2827865 2827866 + JGI_V11_305553 2826925 2830921 + 5.39803037989465 scaffold_154_209901_213364_+
7269 scaffold_4 2838533 2838538 + JGI_V11_311781 2838236 2843949 + 11.7583660751684 scaffold_154_231028_232209_+
7270 scaffold_4 2844488 2844542 + JGI_V11_230342 2844114 2848468 + 1524.47349278202 scaffold_154_234363_237597_-
7274 scaffold_4 2912755 2912765 + JGI_V11_221383 2912255 2913948 + 85.7755326405505 scaffold_1543_5415_7186_-
7275 scaffold_4 2924567 2924571 + JGI_V11_42484 2922642 2928784 + 128.845612554427 scaffold_1545_972_2535_-
7278 scaffold_4 2964574 2964614 + JGI_V11_311802 2964100 2967676 + 64.6090789650986 scaffold_1548_5801_6937_+
7279 scaffold_4 3014914 3014954 + JGI_V11_305562 3014542 3016657 + 889.73406584031 scaffold_1549_37_2790_+
7280 scaffold_4 3017157 3017162 + JGI_V11_305563 3016758 3018307 + 572.334767625703 scaffold_155_25976_27773_-
7281 scaffold_4 3050354 3050403 + JGI_V11_235026 3050098 3051608 + 240.463330917128 scaffold_155_39707_43235_-
7283 scaffold_4 126872 127151 - JGI_V11_305568 125863 129733 - 556.660654877165 scaffold_155_55585_58837_-
7284 scaffold_4 127407 127463 - JGI_V11_305568 125863 129733 - 93.8400910359284 scaffold_155_58751_60788_+
7285 scaffold_4 127577 127608 - JGI_V11_305568 125863 129733 - 423.641856237813 scaffold_155_60063_64028_-
7286 scaffold_4 127826 127843 - JGI_V11_305568 125863 129733 - 107.75832354416 scaffold_155_63748_65212_-
7287 scaffold_4 128117 128131 - JGI_V11_305568 125863 129733 - 6.19280907165753 scaffold_155_65969_72929_-
7288 scaffold_4 128247 128255 - JGI_V11_305568 125863 129733 - 21.5569619679599 scaffold_155_76092_77605_+
7289 scaffold_4 129315 129348 - JGI_V11_305568 125863 129733 - 15795.8858126994 scaffold_155_77173_84115_-
7290 scaffold_4 143912 143916 - JGI_V11_305569 141791 144277 - 28.6909222615092 scaffold_155_88444_90297_-
7292 scaffold_4 219193 219292 - JGI_V11_42230 210314 219369 - 265.509615673389 scaffold_155_110111_113995_-
7293 scaffold_4 221425 221470 - JGI_V11_191515 219647 221814 - 165.930243376525 scaffold_155_114375_118802_-
7295 scaffold_4 230392 230410 - JGI_V11_305573 228293 231276 - 75.130105139045 scaffold_155_124125_125276_+
7296 scaffold_4 230845 230919 - JGI_V11_305573 228293 231276 - 572.359413906533 scaffold_155_125407_126423_-
7297 scaffold_4 245954 245955 - JGI_V11_234331 241012 262778 - 10.7983150762576 scaffold_155_125878_127666_-
7298 scaffold_4 291708 291711 - JGI_V11_305425 290491 292111 - 175.572864993527 scaffold_155_132543_133859_+
7299 scaffold_4 302432 302437 - JGI_V11_311269 300754 302755 - 46.8383378473802 scaffold_155_141687_143033_-
7300 scaffold_4 326007 326015 - JGI_V11_234352 324448 328955 - 163.069805972624 scaffold_155_150499_154462_+
7301 scaffold_4 352927 352932 - JGI_V11_305581 350899 353159 - 5.15360314163648 scaffold_155_161798_163399_+
7302 scaffold_4 382703 382758 - JGI_V11_311294 379051 383012 - 402.028258134396 scaffold_155_205045_207083_+
7304 scaffold_4 434818 434819 - JGI_V11_311297 430747 435214 - 53.0019506925083 scaffold_155_214767_217046_+
7306 scaffold_4 508336 508462 - JGI_V11_18594 507362 508363 - 384.536509782995 scaffold_155_217599_219903_-
7310 scaffold_4 523563 523578 - JGI_V11_206720 520776 523724 - 254.549580531941 scaffold_155_227203_229263_-
7311 scaffold_4 539521 539529 - JGI_V11_311322 529651 540955 - 218.425814294402 scaffold_155_238814_249956_-
7312 scaffold_4 563914 563955 - JGI_V11_305445 562227 564345 - 2033.60178443262 scaffold_155_250404_251607_+
7313 scaffold_4 570195 570212 - JGI_V11_305446 568218 570596 - 95.6951738396868 scaffold_155_251189_253704_-
7314 scaffold_4 583934 584009 - JGI_V11_305599 581170 584355 - 64.8083905750509 scaffold_155_254159_256467_+
7315 scaffold_4 611628 611657 - JGI_V11_311335 609276 616903 - 189.065023369592 scaffold_155_256263_258341_+
7316 scaffold_4 711721 711755 - JGI_V11_96002 710546 713594 - 62.248824214879 scaffold_155_258368_261288_-
7317 scaffold_4 723718 723733 - JGI_V11_311352 721903 724112 - 61.4938690735391 scaffold_155_261620_264501_-
7318 scaffold_4 734112 734122 - JGI_V11_305605 726017 740802 - 375.491113093569 scaffold_155_267045_269002_+
7320 scaffold_4 754517 754518 - JGI_V11_305606 742498 763799 - 7.27907620605354 scaffold_155_272797_275212_-
7322 scaffold_4 779953 779958 - JGI_V11_311360 778665 780329 - 19.865155634981 scaffold_155_278597_281480_-
7324 scaffold_4 841797 841817 - JGI_V11_191611 831308 855125 - 129.33285503003 scaffold_155_288565_293628_+
7325 scaffold_4 851281 851284 - JGI_V11_191611 831308 855125 - 63.2494028065037 scaffold_155_296505_298836_+
7326 scaffold_4 859089 859096 - JGI_V11_6759 855136 863542 - 126.814566755817 scaffold_1551_5435_7215_-
7328 scaffold_4 950730 950735 - JGI_V11_311386 947918 951158 - 204.359007502814 scaffold_1553_1206_2936_-
7328.1 scaffold_4 950730 950735 - JGI_V11_311387 950638 953984 - 204.359007502814 scaffold_1553_1206_2936_-
7329 scaffold_4 989580 989587 - JGI_V11_42254 986236 989851 - 41.7696552166258 scaffold_1553_2702_4190_+
7330 scaffold_4 1001276 1001295 - JGI_V11_234511 999082 1001284 - 5.1081236533709 scaffold_1553_7309_8401_+
7331 scaffold_4 1008678 1008747 - JGI_V11_311398 1005792 1008983 - 108.143869877127 scaffold_1554_-292_1097_-
7331.1 scaffold_4 1008678 1008747 - JGI_V11_96055 1008651 1014518 - 108.143869877127 scaffold_1554_-292_1097_-
7332 scaffold_4 1011794 1011810 - JGI_V11_96055 1008651 1014518 - 93.3324100218134 scaffold_1554_411_1418_-
7336 scaffold_4 1116328 1116341 - JGI_V11_27461 1115072 1116497 - 37.0799327702773 scaffold_1558_35331_36634_-
7337 scaffold_4 1119006 1119040 - JGI_V11_206791 1116926 1119415 - 191.645747924019 scaffold_1559_4062_5042_+
7338 scaffold_4 1132022 1132132 - JGI_V11_96073 1130005 1132410 - 343.201022418352 scaffold_156_2540_4243_-
7339 scaffold_4 1190753 1190755 - JGI_V11_42080 1187475 1191028 - 142.358102018453 scaffold_156_37723_38766_-
7340 scaffold_4 1200846 1200909 - JGI_V11_305633 1197634 1201123 - 358.258745311114 scaffold_156_37962_41476_-
7341 scaffold_4 1204607 1204708 - JGI_V11_230303 1203092 1205081 - 9772.76223364562 scaffold_156_45349_47596_-
7342 scaffold_4 1206960 1206968 - JGI_V11_305472 1205257 1207368 - 84.4166703583432 scaffold_156_69098_70701_-
7343 scaffold_4 1209787 1209888 - JGI_V11_305473 1208500 1210287 - 959.907696418958 scaffold_156_71186_75128_-
7344 scaffold_4 1213242 1213326 - JGI_V11_96097 1211039 1214071 - 252.13533886322 scaffold_156_74546_75955_-
7346 scaffold_4 1217408 1217423 - JGI_V11_305634 1217029 1226844 - 20.5942131793482 scaffold_156_78406_80654_-
7347 scaffold_4 1224081 1224084 - JGI_V11_305634 1217029 1226844 - 38.9269093431659 scaffold_156_79856_81064_-
7348 scaffold_4 1224309 1224312 - JGI_V11_305634 1217029 1226844 - 5.28786649459068 scaffold_156_82694_85315_+
7351 scaffold_4 1246250 1246274 - JGI_V11_191687 1241108 1250490 - 93.9055500781332 scaffold_156_100310_103802_-
7352 scaffold_4 1246734 1246800 - JGI_V11_191687 1241108 1250490 - 1675.4284870677 scaffold_156_107156_108364_+
7353 scaffold_4 1250110 1250130 - JGI_V11_191687 1241108 1250490 - 31.2541705553267 scaffold_156_110660_111865_+
7354 scaffold_4 1298982 1299102 - JGI_V11_311453 1298188 1299507 - 2820.08116883793 scaffold_156_118996_120924_+
7354.1 scaffold_4 1298982 1299102 - JGI_V11_311454 1298810 1300241 - 2820.08116883793 scaffold_156_118996_120924_+
7355 scaffold_4 1304651 1304698 - JGI_V11_311457 1303390 1305044 - 256.544739122193 scaffold_156_145537_147105_+
7356 scaffold_4 1306060 1306069 - JGI_V11_221202 1304823 1307352 - 35.7431819054697 scaffold_156_152744_154268_+
7357 scaffold_4 1306938 1306978 - JGI_V11_221202 1304823 1307352 - 847.289257392017 scaffold_156_153568_154938_+
7358 scaffold_4 1308503 1308531 - JGI_V11_96117 1307165 1308865 - 56.9712991474745 scaffold_156_155158_158553_+
7359 scaffold_4 1317925 1317954 - JGI_V11_41955 1313392 1318185 - 44.5090967005298 scaffold_156_158165_159196_+
7360 scaffold_4 1358424 1358483 - JGI_V11_234592 1355666 1358611 - 239.711086898687 scaffold_156_158410_161105_+
7361 scaffold_4 1369911 1369918 - JGI_V11_290510 1369200 1371469 - 5.39803037989465 scaffold_156_163398_166104_+
7361.1 scaffold_4 1369911 1369918 - JGI_V11_92009 1369200 1371469 - 5.39803037989465 scaffold_156_163398_166104_+
7362 scaffold_4 1370398 1370439 - JGI_V11_290510 1369200 1371469 - 90.5676011540405 scaffold_156_169810_171219_+
7362.1 scaffold_4 1370398 1370439 - JGI_V11_92009 1369200 1371469 - 90.5676011540405 scaffold_156_169810_171219_+
7363 scaffold_4 1370608 1370629 - JGI_V11_290510 1369200 1371469 - 319.209621914327 scaffold_156_173155_178211_-
7363.1 scaffold_4 1370608 1370629 - JGI_V11_92009 1369200 1371469 - 319.209621914327 scaffold_156_173155_178211_-
7364 scaffold_4 1370873 1370883 - JGI_V11_290510 1369200 1371469 - 74.7401859178488 scaffold_156_178373_182455_+
7364.1 scaffold_4 1370873 1370883 - JGI_V11_92009 1369200 1371469 - 74.7401859178488 scaffold_156_178373_182455_+
7365 scaffold_4 1371048 1371127 - JGI_V11_290510 1369200 1371469 - 1759.18058991881 scaffold_156_183304_186286_+
7365.1 scaffold_4 1371048 1371127 - JGI_V11_92009 1369200 1371469 - 1759.18058991881 scaffold_156_183304_186286_+
7366 scaffold_4 1395297 1395302 - JGI_V11_234601 1394254 1395670 - 180.193705107374 scaffold_156_185652_186710_+
7367 scaffold_4 1398551 1398555 - JGI_V11_96133 1395359 1398872 - 54.2695935304741 scaffold_156_186072_188058_-
7369 scaffold_4 1534687 1534688 - JGI_V11_4688 1534008 1536456 - 6.00204529271081 scaffold_156_190929_195107_+
7370 scaffold_4 1536428 1536457 - JGI_V11_4688 1534008 1536456 - 251.259617427026 scaffold_156_194831_197013_-
7372 scaffold_4 1668103 1668110 - JGI_V11_311514 1666711 1668471 - 147.604645488043 scaffold_156_197751_202669_-
7373 scaffold_4 1675563 1675620 - JGI_V11_299597 1672179 1676000 - 138.710631753443 scaffold_156_202116_210046_+
7374 scaffold_4 1731664 1731666 - JGI_V11_305501 1729949 1732066 - 307.999347934894 scaffold_156_213860_216196_+
7375 scaffold_4 1772789 1772807 - JGI_V11_42520 1771170 1772910 - 17.5705465097703 scaffold_156_215831_218534_+
7376 scaffold_4 1807265 1807276 - JGI_V11_311548 1806261 1808231 - 18.7679482127895 scaffold_156_218388_219353_-
7377 scaffold_4 1817786 1817827 - JGI_V11_305668 1813957 1818087 - 77.1347847339286 scaffold_156_231367_233574_+
7378 scaffold_4 1828685 1828780 - JGI_V11_305670 1824802 1829080 - 659.152800961834 scaffold_156_246026_247445_-
7380 scaffold_4 1843231 1843237 - JGI_V11_305507 1842538 1843975 - 36.3234907819597 scaffold_156_262565_263642_-
